"assessid","stockid","mgmt","assessor","years","start_year","report_year","method","methodshort","methodlong","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","assesssource","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1"
"STECF-ANCHMEDGSA6-1945-2015-OSIO","ANCHMEDGSA6","GFCM","STECF","1945-2015",1945,2015,"Biomass dynamics model","ASPIC","Surplus production model","multinational","Mediterranean-Black Sea","Northern Spain","multinational-GFCM-GSA6","Anchovy Northern Spain","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",999,"https://stecf.jrc.ec.europa.eu/documents/43805/1517808/2016-12_STECF+16-22+-+MED+assessments+part+1_JRCxxx.pdf","Current","Spain",37,"NULL",NA,NA,NA,NA,NA,1945,2015,1945,2015,1945,2015,2015,1,2009,2008,"STECF-ANCHMEDGSA6-1945-2015-OSIO_2009","STECF-ANCHMEDGSA6-1945-2015-OSIO_2008",27200,19400,"TBbest-MT","MT",27200,19400,27200,19400,NA,NA,NA,NA,NA,NA
"STECF-ANCHMEDGSA6-2002-2009-OSIO","ANCHMEDGSA6","GFCM","STECF","2002-2009",2002,2009,"VPA","XSA","Extended Survivor Analysis","multinational","Mediterranean-Black Sea","Northern Spain","multinational-GFCM-GSA6","Anchovy Northern Spain","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",0,"https://stecf.jrc.ec.europa.eu/documents/43805/44874/10-05_SG-MED+10-02+-+Mediterranean+Stocks+_JRC62020.pdf","Current","Spain",37,"JRC Meeting: 10-05_SG-MED 10-02",NA,NA,NA,NA,NA,2002,2009,2002,2009,2002,2009,2009,2,2009,2008,"STECF-ANCHMEDGSA6-2002-2009-OSIO_2009","STECF-ANCHMEDGSA6-2002-2009-OSIO_2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26500,19200,NA,NA
"STECF-ANCHMEDGSA9-2004-2010-OSIO","ANCHMEDGSA9","GFCM","STECF","2004-2010",2004,2010,"VPA","VIT","Package based on LCA and Y/R analysis adapted to Mediterranean fisheries; Lleonart and Salat, 1992","multinational","Mediterranean-Black Sea","Ligurian and North Tyrrhenian Sea","multinational-GFCM-GSA9","Anchovy Ligurian and North Tyrrhenian Sea","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",0,"https://stecf.jrc.ec.europa.eu/documents/43805/219871/2011-11_STECF+11-14+-+Med+Stock+Assessments+part+2_JRC67797.pdf","Current","Italy",37,"JRC Meeting: 2011-11_STECF 11-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,2010,2010,2,2010,2009,"STECF-ANCHMEDGSA9-2004-2010-OSIO_2010","STECF-ANCHMEDGSA9-2004-2010-OSIO_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STECF-ANCHMEDGSA9-2006-2015-OSIO","ANCHMEDGSA9","GFCM","STECF","2006-2015",2006,2015,"VPA","XSA","Extended Survivor Analysis","multinational","Mediterranean-Black Sea","Ligurian and North Tyrrhenian Sea","multinational-GFCM-GSA9","Anchovy Ligurian and North Tyrrhenian Sea","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",999,"https://stecf.jrc.ec.europa.eu/documents/43805/1517808/2016-12_STECF+16-22+-+MED+assessments+part+1_JRCxxx.pdf","Current","Italy",37,"NULL",NA,NA,NA,NA,NA,2006,2015,2006,2015,2006,2015,2015,1,2010,2009,"STECF-ANCHMEDGSA9-2006-2015-OSIO_2010","STECF-ANCHMEDGSA9-2006-2015-OSIO_2009",14100,11200,"TBbest-MT","MT",14100,11200,14100,11200,NA,NA,9050,7280,NA,NA
"WGHANSA-ANCHOBAYB-1986-2013-ICESIMP2016","ANCHOBAYB","ICES","WGHANSA","1986-2013",1986,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Bay of Biscay","multinational-ICES-VIII","Anchovy Bay of Biscay","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/ane-bisc.pdf","Current","Spain",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1987,2013,1987,2012,1987,2012,2012,5,2006,2005,"WGHANSA-ANCHOBAYB-1986-2013-ICESIMP2016_2006","WGHANSA-ANCHOBAYB-1986-2013-ICESIMP2016_2005",32200,20300,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,32200,20300,NA,NA
"WGHANSA-ANCHOBAYB-1986-2014-ICESIMP2016","ANCHOBAYB","ICES","WGHANSA","1986-2014",1986,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Bay of Biscay","multinational-ICES-VIII","Anchovy Bay of Biscay","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/ane-bisc.pdf","Current","Spain",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1987,2014,1987,2013,1987,2013,2013,4,2006,2005,"WGHANSA-ANCHOBAYB-1986-2014-ICESIMP2016_2006","WGHANSA-ANCHOBAYB-1986-2014-ICESIMP2016_2005",NA,NA,NA,NA,21600,14500,21600,14500,NA,NA,NA,NA,NA,NA
"WGHANSA-ANCHOBAYB-1986-2015-ICESIMP2016","ANCHOBAYB","ICES","WGHANSA","1986-2015",1986,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Bay of Biscay","multinational-ICES-VIII","Anchovy Bay of Biscay","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/ane-bisc.pdf","Current","Spain",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1987,2015,1987,2015,1987,2015,2015,2.5,2006,2005,"WGHANSA-ANCHOBAYB-1986-2015-ICESIMP2016_2006","WGHANSA-ANCHOBAYB-1986-2015-ICESIMP2016_2005",20900,14000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,20900,14000,NA,NA
"WGHANSA-ANCHOBAYB-1986-2016-ICESIMP2018","ANCHOBAYB","ICES","WGHANSA","1986-2016",1986,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Bay of Biscay","multinational-ICES-VIII","Anchovy Bay of Biscay","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/ane-bisc.pdf","Current","Spain",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1987,2016,1987,2015,1987,2015,2015,2.5,2006,2005,"WGHANSA-ANCHOBAYB-1986-2016-ICESIMP2018_2006","WGHANSA-ANCHOBAYB-1986-2016-ICESIMP2018_2005",20900,14000,"SSB-MT","MT",20900,14000,20900,14000,NA,NA,20900,14000,NA,NA
"WGHANSA-ANCHOBAYB-1986-2017-ICESIMP2018","ANCHOBAYB","ICES","WGHANSA","1986-2017",1986,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Bay of Biscay","multinational-ICES-VIII","Anchovy Bay of Biscay","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ane.27.8.pdf","Current","Spain",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1987,2017,1987,2017,1987,2017,2017,1,2006,2005,"WGHANSA-ANCHOBAYB-1986-2017-ICESIMP2018_2006","WGHANSA-ANCHOBAYB-1986-2017-ICESIMP2018_2005",20300,14400,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,20300,14400,NA,NA
"WGMHSA-ANCHOBAYB-1986-2007-JENNINGS","ANCHOBAYB","ICES","WGMHSA","1986-2007",1986,2007,"Biomass dynamics model","BBM","Bayesian Biomass Model","multinational","Europe (EU)","Bay of Biscay","multinational-ICES-VIII","Anchovy Bay of Biscay","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",0,"http://www.ices.dk","Current","Spain",27,"NULL","1.2","NULL","Assumed all age classes and years",NA,NA,1987,2007,1987,2007,1987,2006,2006,6,2006,2005,"WGMHSA-ANCHOBAYB-1986-2007-JENNINGS_2006","WGMHSA-ANCHOBAYB-1986-2007-JENNINGS_2005",23500,15200,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,23500,15200,NA,NA
"MARAM-ANCHOSA-1949-2015-deMoor","ANCHOSA","DETMCM","MARAM","1949-2015",1949,2015,"Statistical catch at age model","SCA","Statistical catch-at-age model","South Africa","South Africa","South Africa","South Africa-DETMCM-SA","Anchovy South Africa","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",999,"http://www.maram.uct.ac.za/maram/publications/2016","Current","South Africa",47,"SCA, but fitting to length-structured rather than age-structured data","1.2","NULL","",NA,NA,1983,2015,1986,2015,1949,2015,2015,1,2011,2010,"MARAM-ANCHOSA-1949-2015-deMoor_2011","MARAM-ANCHOSA-1949-2015-deMoor_2010",1820000,3410000,"TBbest-MT","MT",1820000,3410000,1820000,3410000,1510000000000,542000000000,1110000,2110000,NA,NA
"MARAM-ANCHOSA-1984-2011-deMoor","ANCHOSA","DETMCM","MARAM","1984-2011",1984,2011,"Biomass dynamics model","ASPM","Age-structured surplus production model","South Africa","South Africa","South Africa","South Africa-DETMCM-SA","Anchovy South Africa","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",0,"www.mth.uct.ac.za/maram/pub/2012/FISHERIES_2012_SEP_SWG-PEL_47.pdf","Current","South Africa",47,"The time series of proportion-at-age 1 in the November survey is output from a Bayesian analysis of the survey length distributions (de Moor C.L., Butterworth, D.S., and Coetzee, J.C. 2013 Can anchovy age structure be estimated from length distribution da","0.9","NULL","",NA,NA,1984,2011,1985,2011,1984,2011,2011,2,2011,2010,"MARAM-ANCHOSA-1984-2011-deMoor_2011","MARAM-ANCHOSA-1984-2011-deMoor_2010",1170000,1650000,"TBbest-MT","MT",1170000,1650000,1170000,1650000,NA,NA,1170000,1650000,NA,NA
"CNR-IAMC-ANGLMEDGSA15-16-2008-2010-BANOBI","ANGLMEDGSA15-16","GFCM","CNR-IAMC","2008-2010",2008,2010,"VPA","VIT","Package based on LCA and Y/R analysis adapted to Mediterranean fisheries; Lleonart and Salat, 1992","multinational","Mediterranean-Black Sea","Malta Island and South of Sicily (GSA 15, 16)","multinational-GFCM-GSA15-16","Black bellied angler Malta Island and South of Sicily (GSA 15, 16)","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",0,"http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html","Current","Italy",37,"time series are only two years long","0.2","NULL","This is the M that was used for the VIT analysis",NA,NA,2009,2010,2009,2010,2009,2010,2010,1.5,2010,2009,"CNR-IAMC-ANGLMEDGSA15-16-2008-2010-BANOBI_2010","CNR-IAMC-ANGLMEDGSA15-16-2008-2010-BANOBI_2009",536,978,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,536,978,NA,NA
"STECF-ANGLMEDGSA15-16-2006-2011-OSIO","ANGLMEDGSA15-16","GFCM","STECF","2006-2011",2006,2011,"VPA","VIT","Package based on LCA and Y/R analysis adapted to Mediterranean fisheries; Lleonart and Salat, 1992","multinational","Mediterranean-Black Sea","Malta Island and South of Sicily (GSA 15, 16)","multinational-GFCM-GSA15-16","Black bellied angler Malta Island and South of Sicily (GSA 15, 16)","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",999,"https://stecf.jrc.ec.europa.eu/documents/43805/319223/2012-11_STECF+12-19+-+MED+stock+assessements+part+1_JRC76735.pdf","Current","Italy",37,"JRC Meeting: 2012-11_STECF 12-19",NA,NA,NA,NA,NA,2009,2010,2009,2010,2006,2011,2010,1.5,2010,2009,"STECF-ANGLMEDGSA15-16-2006-2011-OSIO_2010","STECF-ANGLMEDGSA15-16-2006-2011-OSIO_2009",536,978,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,536,978,NA,NA
"WGBIE-ANGLVII-VIIIabd-1986-2016-ICESIMP2016","ANGLVII-VIIIabd","ICES","WGBIE","1986-2016",1986,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 7-8abd","multinational-ICES-VII-VIIIabd","Black bellied angler ICES 7-8abd","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/anb-78ab.pdf","Current","Spain",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2015,2015,2,2015,2014,"WGBIE-ANGLVII-VIIIabd-1986-2016-ICESIMP2016_2015","WGBIE-ANGLVII-VIIIabd-1986-2016-ICESIMP2016_2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGBIE-ANGLVII-VIIIabd-1986-2017-ICESIMP2018","ANGLVII-VIIIabd","ICES","WGBIE","1986-2017",1986,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 7-8abd","multinational-ICES-VII-VIIIabd","Black bellied angler ICES 7-8abd","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",999,"","Current","Spain",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,2003,2017,1986,2017,2017,1,2015,2014,"WGBIE-ANGLVII-VIIIabd-1986-2017-ICESIMP2018_2015","WGBIE-ANGLVII-VIIIabd-1986-2017-ICESIMP2018_2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGBIE-ANGLVIIIc-IXa-1980-2014-ICESIMP2016","ANGLVIIIc-IXa","ICES","WGBIE","1980-2014",1980,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Black bellied angler ICES 8c-9a","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/anb-8c9a.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1980,2014,1980,2013,1980,2013,2013,5,2010,2009,"WGBIE-ANGLVIIIc-IXa-1980-2014-ICESIMP2016_2010","WGBIE-ANGLVIIIc-IXa-1980-2014-ICESIMP2016_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGBIE-ANGLVIIIc-IXa-1980-2015-ICESIMP2016","ANGLVIIIc-IXa","ICES","WGBIE","1980-2015",1980,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Black bellied angler ICES 8c-9a","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/anb-8c9a.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1980,2015,1980,2014,1980,2014,2014,4,2010,2009,"WGBIE-ANGLVIIIc-IXa-1980-2015-ICESIMP2016_2010","WGBIE-ANGLVIIIc-IXa-1980-2015-ICESIMP2016_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGBIE-ANGLVIIIc-IXa-1980-2016-ICESIMP2016","ANGLVIIIc-IXa","ICES","WGBIE","1980-2016",1980,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Black bellied angler ICES 8c-9a","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/anb-8c9a.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1980,2016,1980,2015,1980,2015,2015,3,2010,2009,"WGBIE-ANGLVIIIc-IXa-1980-2016-ICESIMP2016_2010","WGBIE-ANGLVIIIc-IXa-1980-2016-ICESIMP2016_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGBIE-ANGLVIIIc-IXa-1980-2017-ICESIMP2018","ANGLVIIIc-IXa","ICES","WGBIE","1980-2017",1980,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Black bellied angler ICES 8c-9a","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ank.27.8c9a.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1980,2017,1980,2016,1980,2016,2016,2,2010,2009,"WGBIE-ANGLVIIIc-IXa-1980-2017-ICESIMP2018_2010","WGBIE-ANGLVIIIc-IXa-1980-2017-ICESIMP2018_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGBIE-ANGLVIIIc-IXa-1980-2018-ICESIMP2018","ANGLVIIIc-IXa","ICES","WGBIE","1980-2018",1980,2018,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Black bellied angler ICES 8c-9a","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",999,"","Current","Portugal",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1980,2018,1980,2017,1980,2017,2017,1,2010,2009,"WGBIE-ANGLVIIIc-IXa-1980-2018-ICESIMP2018_2010","WGBIE-ANGLVIIIc-IXa-1980-2018-ICESIMP2018_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGHMM-ANGLVIIIc-IXa-1980-2011-ICESIMP2016","ANGLVIIIc-IXa","ICES","WGHMM","1980-2011",1980,2011,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Black bellied angler ICES 8c-9a","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2011/2011/anb-8c9a.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1980,2011,1980,2010,1980,2010,2010,7.5,2010,2009,"WGHMM-ANGLVIIIc-IXa-1980-2011-ICESIMP2016_2010","WGHMM-ANGLVIIIc-IXa-1980-2011-ICESIMP2016_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGHMM-ANGLVIIIc-IXa-1980-2012-ICESIMP2016","ANGLVIIIc-IXa","ICES","WGHMM","1980-2012",1980,2012,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Black bellied angler ICES 8c-9a","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2012/2012/anb-8c9a.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1980,2011,1980,2010,1980,2010,2010,7.5,2010,2009,"WGHMM-ANGLVIIIc-IXa-1980-2012-ICESIMP2016_2010","WGHMM-ANGLVIIIc-IXa-1980-2012-ICESIMP2016_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGHMM-ANGLVIIIc-IXa-1980-2013-ICESIMP2016","ANGLVIIIc-IXa","ICES","WGHMM","1980-2013",1980,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Black bellied angler ICES 8c-9a","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/anb-8c9a.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1980,2013,1980,2012,1980,2012,2012,6,2010,2009,"WGHMM-ANGLVIIIc-IXa-1980-2013-ICESIMP2016_2010","WGHMM-ANGLVIIIc-IXa-1980-2013-ICESIMP2016_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFSC-ARFLOUNDBSAI-1970-2010-STACHURA","ARFLOUNDBSAI","NMFS","AFSC","1970-2010",1970,2010,"Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","US Alaska","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias","Atheresthes stomias","Arrowtooth flounder",0,"http://www.afsc.noaa.gov/REFM/docs/2010/BSAIatf.pdf","Current","USA",67,"NULL",NA,NA,NA,NA,NA,1976,2010,1976,2010,1970,2009,2009,2,2009,2008,"AFSC-ARFLOUNDBSAI-1970-2010-STACHURA_2009","AFSC-ARFLOUNDBSAI-1970-2010-STACHURA_2008",1050000,1030000,"TBbest-MT","MT",1050000,1030000,1050000,1030000,NA,NA,751000,720000,NA,NA
"AFSC-ARFLOUNDBSAI-1976-2015-SISIMP2016","ARFLOUNDBSAI","NMFS","AFSC","1976-2015",1976,2015,"Unknown","Unknown","Unknown","USA","US Alaska","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias","Atheresthes stomias","Arrowtooth flounder",999,"","Current","USA",67,"Imported from SIS data dump received 2016",NA,NA,NA,NA,NA,1976,2015,1976,2014,1976,2014,2014,1,2009,2008,"AFSC-ARFLOUNDBSAI-1976-2015-SISIMP2016_2009","AFSC-ARFLOUNDBSAI-1976-2015-SISIMP2016_2008",908000,895000,"TBbest-MT","MT",908000,895000,908000,895000,NA,NA,506000,491000,NA,NA
"AFSC-ARFLOUNDGA-1958-2010-STACHURA","ARFLOUNDGA","NMFS","AFSC","1958-2010",1958,2010,"Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","US Alaska","Gulf of Alaska","USA-NMFS-GA","Arrowtooth flounder Gulf of Alaska","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias","Atheresthes stomias","Arrowtooth flounder",0,"http://www.afsc.noaa.gov/REFM/docs/2010/GOAatf.pdf","Current","USA",67,"NULL","0.2","NULL","for females; males: 0.35",NA,NA,1961,2010,1961,2010,1964,2010,2010,2,2010,2009,"AFSC-ARFLOUNDGA-1958-2010-STACHURA_2010","AFSC-ARFLOUNDGA-1958-2010-STACHURA_2009",2140000,2160000,"TBbest-MT","MT",2140000,2160000,2140000,2160000,NA,NA,1250000,1250000,NA,NA
"AFSC-ARFLOUNDGA-1961-2015-SISIMP2016","ARFLOUNDGA","NMFS","AFSC","1961-2015",1961,2015,"Unknown","Unknown","Unknown","USA","US Alaska","Gulf of Alaska","USA-NMFS-GA","Arrowtooth flounder Gulf of Alaska","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias","Atheresthes stomias","Arrowtooth flounder",999,"","Current","USA",67,"Imported from SIS data dump received 2016",NA,NA,NA,NA,NA,1961,2015,1961,2015,1961,2014,2014,1,2010,2009,"AFSC-ARFLOUNDGA-1961-2015-SISIMP2016_2010","AFSC-ARFLOUNDGA-1961-2015-SISIMP2016_2009",2100000,2110000,"TBbest-MT","MT",2100000,2110000,2100000,2110000,NA,NA,1110000,1100000,NA,NA
"NWFSC-ARFLOUNDPCOAST-1914-2015-SISIMP2016","ARFLOUNDPCOAST","NMFS","NWFSC","1914-2015",1914,2015,"Integrated Analysis","SS2","Stock Synthesis v2.0 model","USA","US West Coast","Pacific Coast","USA-NMFS-PCOAST","Arrowtooth flounder Pacific Coast","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias","Atheresthes stomias","Arrowtooth flounder",999,"","Current","USA",67,"Imported from SIS data dump received 2016",NA,NA,NA,NA,NA,1914,2015,1916,2014,1916,2014,2014,1,2007,2006,"NWFSC-ARFLOUNDPCOAST-1914-2015-SISIMP2016_2007","NWFSC-ARFLOUNDPCOAST-1914-2015-SISIMP2016_2006",83300,79800,"TBbest-MT","MT",83300,79800,83300,79800,NA,NA,63300,60600,NA,NA
"NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","ARFLOUNDPCOAST","NMFS","NWFSC","1916-2007",1916,2007,"Integrated Analysis","SS2","Stock Synthesis v2.0 model","USA","US West Coast","Pacific Coast","USA-NMFS-PCOAST","Arrowtooth flounder Pacific Coast","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias","Atheresthes stomias","Arrowtooth flounder",0,"http://www.pcouncil.org/groundfish/gfsafe1008/ArrowtoothAssess_Aug22.pdf","Current","USA",67,"","0.166","NULL","instantaneous",NA,NA,1916,2007,1916,2007,1916,2007,2007,2,2007,2006,"NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH_2007","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH_2006",83300,79800,"TBbest-MT","MT",83300,79800,83300,79800,NA,NA,63300,60600,NA,NA
